Train Caffe Model Done,,,,,,,,,,
/home/ubuntu/ImageDataSet_1000_PNG/Level0_PNG/10623_left.png ,Level2 PNG ,51.1500%,Level0 PNG ,45.4100%,Level1 PNG ,3.4400%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13031_left.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/178_right.png ,Level1 PNG ,91.2600%,Level2 PNG ,7.4800%,Level4 PNG ,0.9400%,Level0 PNG ,0.3200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15902_right.png ,Level0 PNG ,99.9900%,Level1 PNG ,0.0100%,Level3 PNG ,0%,Level2 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14245_left.png ,Level0 PNG ,92.3700%,Level1 PNG ,7.600%,Level4 PNG ,0.0300%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16488_left.png ,Level1 PNG ,99.5900%,Level0 PNG ,0.4100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13490_right.png ,Level0 PNG ,97.0600%,Level1 PNG ,2.2200%,Level2 PNG ,0.3700%,Level4 PNG ,0.3500%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12241_left.png ,Level0 PNG ,99.9800%,Level1 PNG ,0.0200%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18708_right.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11263_right.png ,Level0 PNG ,99.9900%,Level2 PNG ,0.0100%,Level3 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1785_left.png ,Level0 PNG ,99.9700%,Level1 PNG ,0.0300%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/19269_left.png ,Level4 PNG ,98.0100%,Level2 PNG ,1.9900%,Level0 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18575_right.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14110_left.png ,Level1 PNG ,100%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14627_right.png ,Level0 PNG ,96.4700%,Level2 PNG ,2.6500%,Level1 PNG ,0.8400%,Level3 PNG ,0.0400%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/19200_right.png ,Level1 PNG ,99.2600%,Level2 PNG ,0.5200%,Level0 PNG ,0.2100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16941_left.png ,Level0 PNG ,88.8300%,Level1 PNG ,11.1400%,Level3 PNG ,0.0200%,Level2 PNG ,0.0100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10085_right.png ,Level0 PNG ,94.8400%,Level2 PNG ,3.4400%,Level1 PNG ,1.6600%,Level3 PNG ,0.0600%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13267_left.png ,Level2 PNG ,99.9200%,Level0 PNG ,0.0700%,Level1 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/19029_right.png ,Level2 PNG ,81.6300%,Level1 PNG ,17.5600%,Level0 PNG ,0.8100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18155_right.png ,Level1 PNG ,84.0100%,Level0 PNG ,15.9800%,Level2 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13209_left.png ,Level1 PNG ,49.9800%,Level0 PNG ,49.00%,Level2 PNG ,0.8800%,Level3 PNG ,0.100%,Level4 PNG ,0.0500%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18438_right.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16458_right.png ,Level0 PNG ,82.400%,Level1 PNG ,16.900%,Level2 PNG ,0.700%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11915_left.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14614_right.png ,Level0 PNG ,99.5200%,Level1 PNG ,0.3900%,Level3 PNG ,0.0500%,Level2 PNG ,0.0400%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1266_left.png ,Level1 PNG ,98.8100%,Level0 PNG ,1.0300%,Level2 PNG ,0.1700%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17986_right.png ,Level2 PNG ,99.4500%,Level4 PNG ,0.5200%,Level0 PNG ,0.0200%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17555_left.png ,Level2 PNG ,95.900%,Level0 PNG ,4.0800%,Level1 PNG ,0.0100%,Level3 PNG ,0.0100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15_left.png ,Level1 PNG ,69.7600%,Level0 PNG ,18.1700%,Level2 PNG ,12.0700%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17234_right.png ,Level1 PNG ,81.5100%,Level2 PNG ,12.9700%,Level0 PNG ,5.4900%,Level3 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17705_left.png ,Level2 PNG ,59.3400%,Level0 PNG ,40.6400%,Level1 PNG ,0.0200%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11819_left.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16941_right.png ,Level0 PNG ,99.9200%,Level1 PNG ,0.0500%,Level2 PNG ,0.0300%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11005_left.png ,Level4 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12444_left.png ,Level2 PNG ,99.6500%,Level1 PNG ,0.3400%,Level3 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12042_right.png ,Level2 PNG ,99.5200%,Level1 PNG ,0.4400%,Level3 PNG ,0.0400%,Level0 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10822_right.png ,Level1 PNG ,89.7200%,Level0 PNG ,8.9800%,Level4 PNG ,1.300%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15576_right.png ,Level0 PNG ,69.3100%,Level1 PNG ,30.6900%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16545_right.png ,Level0 PNG ,99.9700%,Level1 PNG ,0.0300%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13909_right.png ,Level1 PNG ,71.2800%,Level0 PNG ,28.6300%,Level2 PNG ,0.0900%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13971_left.png ,Level0 PNG ,99.9900%,Level2 PNG ,0.0100%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12372_left.png ,Level4 PNG ,91.9700%,Level1 PNG ,3.1100%,Level0 PNG ,2.5100%,Level2 PNG ,1.7800%,Level3 PNG ,0.6300%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11959_right.png ,Level2 PNG ,45.1400%,Level1 PNG ,32.5400%,Level4 PNG ,13.700%,Level3 PNG ,6.1900%,Level0 PNG ,2.4200%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1077_left.png ,Level2 PNG ,96.2800%,Level0 PNG ,3.4100%,Level1 PNG ,0.2900%,Level3 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/19075_right.png ,Level1 PNG ,94.8100%,Level2 PNG ,5.0500%,Level0 PNG ,0.1400%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13569_right.png ,Level1 PNG ,98.7500%,Level0 PNG ,1.2500%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11421_right.png ,Level0 PNG ,98.9500%,Level2 PNG ,1.0400%,Level4 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18507_right.png ,Level4 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10853_left.png ,Level0 PNG ,99.9900%,Level1 PNG ,0.0100%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18528_left.png ,Level2 PNG ,99.9900%,Level0 PNG ,0.0100%,Level1 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11758_right.png ,Level1 PNG ,95.0500%,Level2 PNG ,4.7700%,Level3 PNG ,0.1700%,Level0 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10232_right.png ,Level0 PNG ,95.8700%,Level1 PNG ,3.2700%,Level2 PNG ,0.8600%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11618_right.png ,Level0 PNG ,55.8100%,Level1 PNG ,42.2700%,Level2 PNG ,1.9200%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14846_left.png ,Level0 PNG ,99.9400%,Level2 PNG ,0.0300%,Level3 PNG ,0.0200%,Level1 PNG ,0.0100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10545_right.png ,Level2 PNG ,99.3500%,Level4 PNG ,0.6300%,Level0 PNG ,0.0300%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10030_left.png ,Level1 PNG ,99.9900%,Level0 PNG ,0.0100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13522_left.png ,Level1 PNG ,99.8400%,Level0 PNG ,0.1600%,Level2 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1666_right.png ,Level0 PNG ,99.2500%,Level1 PNG ,0.7100%,Level3 PNG ,0.0200%,Level2 PNG ,0.0200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10762_left.png ,Level1 PNG ,68.8300%,Level0 PNG ,31.0900%,Level2 PNG ,0.0800%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15528_right.png ,Level0 PNG ,99.9900%,Level1 PNG ,0.0100%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11738_left.png ,Level2 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14773_right.png ,Level1 PNG ,67.100%,Level2 PNG ,32.900%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15487_left.png ,Level2 PNG ,72.3900%,Level0 PNG ,19.8200%,Level3 PNG ,7.1400%,Level1 PNG ,0.6500%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11980_left.png ,Level0 PNG ,99.5900%,Level1 PNG ,0.4100%,Level2 PNG ,0.0100%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13798_right.png ,Level1 PNG ,97.3100%,Level2 PNG ,2.5700%,Level0 PNG ,0.0900%,Level3 PNG ,0.0100%,Level4 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14522_right.png ,Level2 PNG ,91.2100%,Level1 PNG ,8.7900%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15194_left.png ,Level1 PNG ,68.6300%,Level2 PNG ,15.1700%,Level0 PNG ,9.4900%,Level4 PNG ,6.6500%,Level3 PNG ,0.0600%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15530_right.png ,Level0 PNG ,55.8900%,Level1 PNG ,40.1600%,Level3 PNG ,2.8800%,Level2 PNG ,1.0700%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/19472_left.png ,Level0 PNG ,98.8500%,Level2 PNG ,1.1500%,Level4 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17644_left.png ,Level0 PNG ,93.4100%,Level4 PNG ,4.4700%,Level1 PNG ,2.1100%,Level2 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14227_left.png ,Level0 PNG ,99.9800%,Level1 PNG ,0.0100%,Level2 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14251_left.png ,Level1 PNG ,66.8100%,Level0 PNG ,27.5200%,Level2 PNG ,5.1400%,Level4 PNG ,0.4100%,Level3 PNG ,0.1200%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11526_left.png ,Level2 PNG ,86.8900%,Level1 PNG ,11.0100%,Level0 PNG ,2.0500%,Level4 PNG ,0.0500%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13527_right.png ,Level0 PNG ,93.3600%,Level2 PNG ,6.1400%,Level1 PNG ,0.4800%,Level4 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10234_right.png ,Level2 PNG ,99.8900%,Level4 PNG ,0.0600%,Level3 PNG ,0.0500%,Level1 PNG ,0%,Level0 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14212_left.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level4 PNG ,0%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14901_left.png ,Level2 PNG ,100%,Level3 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%,Level0 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18648_right.png ,Level0 PNG ,91.5700%,Level1 PNG ,8.4200%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11183_right.png ,Level1 PNG ,94.6200%,Level0 PNG ,5.1500%,Level2 PNG ,0.2300%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16280_right.png ,Level1 PNG ,72.1700%,Level0 PNG ,27.8300%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13708_left.png ,Level0 PNG ,64.8200%,Level1 PNG ,35.1800%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18014_right.png ,Level1 PNG ,88.500%,Level2 PNG ,9.2800%,Level0 PNG ,2.2200%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15627_left.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%,Level2 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17191_right.png ,Level1 PNG ,99.9500%,Level0 PNG ,0.0500%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17847_left.png ,Level0 PNG ,73.9300%,Level2 PNG ,20.3200%,Level1 PNG ,3.4200%,Level3 PNG ,2.3200%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11495_right.png ,Level2 PNG ,53.5200%,Level1 PNG ,46.4800%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11315_left.png ,Level1 PNG ,50.8400%,Level2 PNG ,29.00%,Level0 PNG ,16.5800%,Level3 PNG ,3.5800%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12268_right.png ,Level2 PNG ,99.8800%,Level1 PNG ,0.1200%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11547_left.png ,Level1 PNG ,99.9400%,Level2 PNG ,0.0400%,Level0 PNG ,0.0200%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16289_right.png ,Level0 PNG ,58.6400%,Level1 PNG ,39.8700%,Level2 PNG ,1.4300%,Level4 PNG ,0.0700%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/19431_right.png ,Level4 PNG ,97.9300%,Level0 PNG ,1.200%,Level1 PNG ,0.8600%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11724_left.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/19158_left.png ,Level2 PNG ,100%,Level1 PNG ,0%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13891_right.png ,Level0 PNG ,71.8300%,Level2 PNG ,14.2100%,Level1 PNG ,13.8300%,Level3 PNG ,0.1300%,Level4 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1592_right.png ,Level0 PNG ,98.9700%,Level2 PNG ,0.8400%,Level4 PNG ,0.1900%,Level1 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12515_right.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13502_left.png ,Level1 PNG ,90.7700%,Level0 PNG ,7.5100%,Level2 PNG ,1.7200%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14152_left.png ,Level1 PNG ,49.0200%,Level0 PNG ,36.4200%,Level2 PNG ,14.500%,Level4 PNG ,0.0600%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1540_right.png ,Level2 PNG ,94.4400%,Level0 PNG ,3.1100%,Level4 PNG ,2.4500%,Level1 PNG ,0.0100%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15151_left.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level4 PNG ,0%,Level0 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/18392_right.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13945_right.png ,Level0 PNG ,61.800%,Level1 PNG ,37.0900%,Level2 PNG ,1.0500%,Level4 PNG ,0.0600%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16223_right.png ,Level0 PNG ,91.7400%,Level1 PNG ,7.8800%,Level2 PNG ,0.3900%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14371_right.png ,Level0 PNG ,96.7300%,Level1 PNG ,2.2700%,Level2 PNG ,0.7600%,Level3 PNG ,0.1900%,Level4 PNG ,0.0400%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1532_left.png ,Level3 PNG ,92.8800%,Level2 PNG ,7.0600%,Level0 PNG ,0.0500%,Level1 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17805_left.png ,Level1 PNG ,60.300%,Level0 PNG ,39.6800%,Level4 PNG ,0.0100%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10334_left.png ,Level1 PNG ,71.8900%,Level2 PNG ,27.9700%,Level3 PNG ,0.1400%,Level0 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1867_left.png ,Level1 PNG ,99.900%,Level0 PNG ,0.100%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12924_left.png ,Level2 PNG ,100%,Level0 PNG ,0%,Level1 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12392_left.png ,Level1 PNG ,64.2700%,Level2 PNG ,35.7200%,Level3 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16289_left.png ,Level0 PNG ,92.7300%,Level1 PNG ,4.9100%,Level2 PNG ,1.700%,Level4 PNG ,0.6600%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16818_left.png ,Level0 PNG ,79.9200%,Level1 PNG ,19.8100%,Level2 PNG ,0.2800%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16341_right.png ,Level1 PNG ,97.2800%,Level2 PNG ,2.600%,Level0 PNG ,0.1200%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11007_right.png ,Level1 PNG ,99.0200%,Level2 PNG ,0.9800%,Level0 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13730_left.png ,Level1 PNG ,99.9800%,Level2 PNG ,0.0100%,Level0 PNG ,0.0100%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14825_left.png ,Level1 PNG ,100%,Level2 PNG ,0%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/10787_right.png ,Level2 PNG ,100%,Level4 PNG ,0%,Level3 PNG ,0%,Level0 PNG ,0%,Level1 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12278_left.png ,Level0 PNG ,100%,Level1 PNG ,0%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/14898_right.png ,Level2 PNG ,93.8600%,Level1 PNG ,6.0900%,Level0 PNG ,0.0500%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/1851_left.png ,Level4 PNG ,98.9200%,Level0 PNG ,0.7700%,Level2 PNG ,0.2300%,Level1 PNG ,0.0800%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13693_right.png ,Level1 PNG ,97.6300%,Level0 PNG ,2.3700%,Level4 PNG ,0%,Level2 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/17785_left.png ,Level2 PNG ,96.7700%,Level1 PNG ,2.0900%,Level4 PNG ,1.1400%,Level0 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/15835_left.png ,Level1 PNG ,99.5200%,Level0 PNG ,0.4800%,Level2 PNG ,0%,Level3 PNG ,0%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11163_right.png ,Level1 PNG ,97.2500%,Level2 PNG ,2.5900%,Level4 PNG ,0.1300%,Level0 PNG ,0.0200%,Level3 PNG ,0.0100%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/16818_right.png ,Level0 PNG ,99.4100%,Level2 PNG ,0.5500%,Level1 PNG ,0.0200%,Level3 PNG ,0.0100%,Level4 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/11113_right.png ,Level1 PNG ,99.9800%,Level2 PNG ,0.0200%,Level0 PNG ,0%,Level4 PNG ,0%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/13333_left.png ,Level2 PNG ,84.3100%,Level1 PNG ,13.9400%,Level0 PNG ,1.7300%,Level4 PNG ,0.0200%,Level3 PNG ,0%
/home/ubuntu/ImageDataSet_1000_PNG/Level1_PNG/12386_right.png ,Level0 PNG ,99.9500%,Level4 PNG ,0.0300%,Level1 PNG ,0.0100%,Level2 PNG ,0%,Level3 PNG ,0%
